Port,Mode,AllowedVlan,AccessVlan,Status,Speed
topology/pod-1/node-1204/sys/phys-[eth1/2]/phys,trunk,23-24,vlan-24,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/3]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/4]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/5]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/6]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/7]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/8]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/9]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/10]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/11]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/12]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/13]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/14]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/15]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/16]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/17]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/18]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/19]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/20]/phys,trunk,19-20,vlan-20,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/21]/phys,trunk,17-18,vlan-18,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/22]/phys,trunk,17-18,vlan-18,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/23]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/24]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/25]/phys,trunk,19-20,vlan-20,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/26]/phys,trunk,19-20,vlan-20,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/27]/phys,trunk,19-20,vlan-20,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/28]/phys,trunk,25,vlan-25,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/29]/phys,trunk,25,vlan-25,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/30]/phys,trunk,16-Sep,vlan-16,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/31]/phys,trunk,16-Sep,vlan-16,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/33]/phys,trunk,16-17,vlan-17,down,1G
topology/pod-1/node-1205/sys/phys-[eth1/34]/phys,trunk,14-15,vlan-15,down,1G
topology/pod-1/node-1205/sys/phys-[eth1/35]/phys,trunk,16-17,vlan-17,down,1G
topology/pod-1/node-1205/sys/phys-[eth1/36]/phys,trunk,"24,47",vlan-47,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/37]/phys,trunk,"23,59",vlan-23,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/38]/phys,trunk,"23,59",vlan-23,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/39]/phys,trunk,41-42,vlan-42,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1205/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1205/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1205/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1205/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1205/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1205/sys/phys-[eth1/1]/phys,trunk,86-87,vlan-87,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/2]/phys,trunk,69-74,vlan-74,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/3]/phys,trunk,"53-54,65-66",vlan-66,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/4]/phys,trunk,85,vlan-85,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/5]/phys,trunk,"5-11,18-22,27-32,37-38,43-46,48-52,55-58,60-62,75-76",vlan-60,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/6]/phys,trunk,"5-11,18-22,24,27-32,37-38,43-52,55-58,60-62,75-76",vlan-57,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/7]/phys,trunk,"5-9,20-22,27-32,37-38,43-46,48-52,55-58,60-64,75-76",vlan-64,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/8]/phys,trunk,"31-36,67-68,79-84",vlan-32,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/9]/phys,trunk,"31-36,67-68,79-84",vlan-32,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/10]/phys,trunk,25-26,vlan-26,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/11]/phys,trunk,16-17,vlan-17,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/12]/phys,trunk,14-15,vlan-15,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/13]/phys,trunk,16-17,vlan-17,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/14]/phys,trunk,14-15,vlan-15,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/15]/phys,trunk,"24,47",vlan-47,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/16]/phys,trunk,"24,47",vlan-47,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/17]/phys,trunk,"24,47",vlan-47,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/18]/phys,trunk,"23,59",vlan-23,up,100M
topology/pod-1/node-1205/sys/phys-[eth1/19]/phys,trunk,39-40,vlan-40,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/20]/phys,trunk,51-52,vlan-52,up,1G
topology/pod-1/node-1205/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1205/sys/phys-[eth1/32]/phys,trunk,14-15,vlan-15,down,1G
topology/pod-1/node-1206/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1206/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1206/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1206/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1206/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1206/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1206/sys/phys-[eth1/1]/phys,trunk,90-91,vlan-91,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/2]/phys,trunk,75-80,vlan-80,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/3]/phys,trunk,"73-74,81-82",vlan-82,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/4]/phys,trunk,89,vlan-89,down,1G
topology/pod-1/node-1206/sys/phys-[eth1/5]/phys,trunk,"12-15,18-23,26-29,34-49,52-57,96-97",vlan-53,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/6]/phys,trunk,"12-15,18-29,34-49,52-57,96-97",vlan-49,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/7]/phys,trunk,"12-15,18-23,26-29,34-37,40-49,52-55,60-61,96-97",vlan-55,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/8]/phys,trunk,"9,20-21,30,69-72,83-88",vlan-21,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/9]/phys,trunk,"9,20-21,30,69-72,83-88",vlan-21,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/10]/phys,trunk,"31,66",vlan-66,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/11]/phys,trunk,50-51,vlan-51,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/12]/phys,trunk,32-33,vlan-33,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/13]/phys,trunk,50-51,vlan-51,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/14]/phys,trunk,32-33,vlan-33,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/15]/phys,trunk,24-25,vlan-25,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/16]/phys,trunk,11-Oct,vlan-11,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/17]/phys,trunk,11-Oct,vlan-11,up,1G
topology/pod-1/node-1206/sys/phys-[eth1/18]/phys,trunk,16-17,vlan-17,up,100M
topology/pod-1/node-1206/sys/phys-[eth1/19]/phys,trunk,"20-21,58-59,62-65",vlan-65,up,100M
topology/pod-1/node-1206/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1206/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1301/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1301/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1301/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1301/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1301/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1301/sys/phys-[eth1/1]/phys,trunk,17,vlan-17,up,10G
topology/pod-1/node-1301/sys/phys-[eth1/2]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/3]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/4]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/5]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/6]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/7]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/8]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/9]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/10]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/11]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/12]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/13]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/14]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/15]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1301/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1302/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1302/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1302/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1302/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1302/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1302/sys/phys-[eth1/1]/phys,trunk,5,vlan-5,up,10G
topology/pod-1/node-1302/sys/phys-[eth1/2]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/3]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/4]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/5]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/6]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/7]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/8]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/9]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/10]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/11]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/12]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/13]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/14]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/15]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1302/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/33]/phys,trunk,"31-32,87-88,93-94",vlan-94,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/34]/phys,trunk,"31-32,87-88,93-94",vlan-94,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/35]/phys,trunk,5,vlan-5,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/36]/phys,trunk,5,vlan-5,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1303/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1303/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1303/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1303/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1303/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1303/sys/phys-[eth1/1]/phys,trunk,"68,113-114",vlan-114,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/2]/phys,trunk,"68,113-114",vlan-114,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/3]/phys,trunk,"19-21,30,71-76,79-86,89-90",vlan-90,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/4]/phys,trunk,"19-21,30,71-76,79-86,89-90",vlan-90,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/5]/phys,trunk,"7-9,15-18,22-25,33-37,40-43,46-65,95-112",vlan-98,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/6]/phys,trunk,"7-9,15-18,22-25,33-37,40-43,46-65,95-112",vlan-98,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/7]/phys,trunk,"6,10,13-14,69-70,91-92",vlan-92,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/8]/phys,trunk,"6,10,13-14,69-70,91-92",vlan-92,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/9]/phys,trunk,15-18,vlan-18,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/10]/phys,trunk,15-18,vlan-18,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/11]/phys,trunk,15-18,vlan-18,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/12]/phys,trunk,66,vlan-66,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/13]/phys,trunk,66,vlan-66,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/14]/phys,trunk,131-134,vlan-134,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/15]/phys,trunk,22-25,vlan-23,down,10G
topology/pod-1/node-1303/sys/phys-[eth1/16]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/17]/phys,trunk,22-25,vlan-23,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/18]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/19]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/20]/phys,trunk,22-25,vlan-25,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/21]/phys,trunk,22-25,vlan-25,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/22]/phys,trunk,26-27,vlan-27,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/23]/phys,trunk,28-29,vlan-29,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/24]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/25]/phys,trunk,26-27,vlan-27,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/26]/phys,trunk,24-25,vlan-25,up,10G
