Pod,Node,Port,Mode,AllowedVlan,AccessVlan,Status,Speed
pod-1,node-101,eth1/33,trunk,,vlan-1,down,10G
pod-1,node-101,eth1/34,trunk,,vlan-1,down,10G
pod-1,node-101,eth1/1,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/2,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/3,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/4,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/5,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/6,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/7,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/8,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/9,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/10,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/11,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/12,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/13,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/14,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/15,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/16,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/17,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/18,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/19,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/20,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/21,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/22,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/23,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/24,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/25,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/26,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/27,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/28,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/29,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/30,trunk,,vlan-1,down,100G
pod-1,node-101,eth1/31,trunk,,vlan-1,up,100G
pod-1,node-101,eth1/32,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/33,trunk,,vlan-1,down,10G
pod-1,node-102,eth1/34,trunk,,vlan-1,down,10G
pod-1,node-102,eth1/1,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/2,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/3,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/4,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/5,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/6,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/7,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/8,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/9,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/10,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/11,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/12,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/13,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/14,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/15,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/16,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/17,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/18,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/19,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/20,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/21,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/22,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/23,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/24,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/25,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/26,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/27,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/28,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/29,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/30,trunk,,vlan-1,down,100G
pod-1,node-102,eth1/31,trunk,,vlan-1,up,100G
pod-1,node-102,eth1/32,trunk,,vlan-1,up,100G
pod-1,node-1101,eth1/33,trunk,,unknown,down,25G
pod-1,node-1101,eth1/34,trunk,,unknown,down,25G
pod-1,node-1101,eth1/35,trunk,,unknown,down,25G
pod-1,node-1101,eth1/36,trunk,,unknown,down,25G
pod-1,node-1101,eth1/37,trunk,,unknown,down,25G
pod-1,node-1101,eth1/38,trunk,,unknown,down,25G
pod-1,node-1101,eth1/39,trunk,,unknown,down,25G
pod-1,node-1101,eth1/40,trunk,,unknown,down,25G
pod-1,node-1101,eth1/41,trunk,,unknown,down,25G
pod-1,node-1101,eth1/42,trunk,,unknown,down,25G
pod-1,node-1101,eth1/43,trunk,,unknown,down,25G
pod-1,node-1101,eth1/44,trunk,,unknown,down,25G
pod-1,node-1101,eth1/45,trunk,,unknown,down,25G
pod-1,node-1101,eth1/46,trunk,,unknown,down,25G
pod-1,node-1101,eth1/47,trunk,,unknown,down,25G
pod-1,node-1101,eth1/48,trunk,,unknown,down,25G
pod-1,node-1101,eth1/49,trunk,"63,82,129-130,176,233,266",vlan-176,up,100G
pod-1,node-1101,eth1/50,trunk,"63,82,129-130,176,233,266",vlan-176,up,100G
pod-1,node-1101,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1101,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1101,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1101,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1101,eth1/1,trunk,"15,20-22,48,75,78,89,106,111-113,126,145,188,242-243,247-248",vlan-242,down,10G
pod-1,node-1101,eth1/2,trunk,"15,20-22,48,75,78,89,106,111-113,126,145,188,242-243,247-248",vlan-242,down,10G
pod-1,node-1101,eth1/3,trunk,"16,19,27,30,43-47,49,65,68,79,103,121,123,125,127,180,191-192,194-198,205,220-231,238",vlan-227,down,10G
pod-1,node-1101,eth1/4,trunk,"16,19,27,30,43-47,49,65,68,79,103,121,123,125,127,180,191-192,194-198,205,220-231,238",vlan-227,down,10G
pod-1,node-1101,eth1/5,trunk,"6,23,74,76-77,80,104-105,177,179,187,239,244,249-250",vlan-179,down,10G
pod-1,node-1101,eth1/6,trunk,"6,23,74,76-77,80,104-105,177,179,187,239,244,249-250",vlan-179,down,10G
pod-1,node-1101,eth1/7,trunk,"3,50,52-57,59,70-71,83-85,88,90,98-102,107,110,119,128,138,154-155,172-173,178,181-182,200-203,207-214,216-218,232,234-235",vlan-202,down,10G
pod-1,node-1101,eth1/8,trunk,"3,50,52-57,59,70-71,83-85,88,90,98-102,107,110,119,128,138,154-155,172-173,178,181-182,200-203,207-214,216-218,232,234-235",vlan-202,down,10G
pod-1,node-1101,eth1/9,trunk,,unknown,down,10G
pod-1,node-1101,eth1/10,trunk,,unknown,down,10G
pod-1,node-1101,eth1/11,trunk,,unknown,down,10G
pod-1,node-1101,eth1/12,trunk,,unknown,down,10G
pod-1,node-1101,eth1/13,trunk,,unknown,down,10G
pod-1,node-1101,eth1/14,trunk,,unknown,down,10G
pod-1,node-1101,eth1/15,trunk,,unknown,down,10G
pod-1,node-1101,eth1/16,trunk,,unknown,down,10G
pod-1,node-1101,eth1/17,trunk,,unknown,down,10G
pod-1,node-1101,eth1/18,trunk,,unknown,down,10G
pod-1,node-1101,eth1/19,trunk,,unknown,down,10G
pod-1,node-1101,eth1/20,trunk,,unknown,down,10G
pod-1,node-1101,eth1/21,trunk,,unknown,down,10G
pod-1,node-1101,eth1/22,trunk,,unknown,down,10G
pod-1,node-1101,eth1/23,trunk,"3-35,38-62,64-81,83-107,110-128,131-174,177-203,205,207-214,216-218,220-232,234-235,238-242,244-254,257-260",vlan-242,up,10G
pod-1,node-1101,eth1/24,trunk,"3-35,38-62,64-81,83-107,110-128,131-174,177-203,205,207-214,216-218,220-232,234-235,238-242,244-254,257-260",vlan-242,up,10G
pod-1,node-1101,eth1/25,trunk,236-237,vlan-237,up,1G
pod-1,node-1101,eth1/26,trunk,236-237,vlan-237,up,1G
pod-1,node-1101,eth1/27,trunk,236-237,vlan-237,up,1G
pod-1,node-1101,eth1/28,trunk,236-237,vlan-237,up,1G
pod-1,node-1101,eth1/29,trunk,,unknown,down,25G
pod-1,node-1101,eth1/30,trunk,,unknown,down,25G
pod-1,node-1101,eth1/31,trunk,,unknown,down,25G
pod-1,node-1101,eth1/32,trunk,,unknown,down,25G
pod-1,node-1102,eth1/33,trunk,,unknown,down,25G
pod-1,node-1102,eth1/34,trunk,,unknown,down,25G
pod-1,node-1102,eth1/35,trunk,,unknown,down,25G
pod-1,node-1102,eth1/36,trunk,,unknown,down,25G
pod-1,node-1102,eth1/37,trunk,,unknown,down,25G
pod-1,node-1102,eth1/38,trunk,,unknown,down,25G
pod-1,node-1102,eth1/39,trunk,,unknown,down,25G
pod-1,node-1102,eth1/40,trunk,,unknown,down,25G
pod-1,node-1102,eth1/41,trunk,,unknown,down,25G
pod-1,node-1102,eth1/42,trunk,,unknown,down,25G
pod-1,node-1102,eth1/43,trunk,,unknown,down,25G
pod-1,node-1102,eth1/44,trunk,,unknown,down,25G
pod-1,node-1102,eth1/45,trunk,,unknown,down,25G
pod-1,node-1102,eth1/46,trunk,,unknown,down,25G
pod-1,node-1102,eth1/47,trunk,,unknown,down,25G
pod-1,node-1102,eth1/48,trunk,,unknown,down,25G
pod-1,node-1102,eth1/49,trunk,"14,20,64,83,206,232,263",vlan-206,up,100G
pod-1,node-1102,eth1/50,trunk,"14,20,64,83,206,232,263",vlan-206,up,100G
pod-1,node-1102,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1102,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1102,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1102,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1102,eth1/1,trunk,"9,12,15-16,48-49,51-53,73,89,98,117,146,188,242-243,247-248",vlan-242,down,10G
pod-1,node-1102,eth1/2,trunk,"9,12,15-16,48-49,51-53,73,89,98,117,146,188,242-243,247-248",vlan-242,down,10G
pod-1,node-1102,eth1/3,trunk,"6,13,22,27,29-30,32-33,37,62,67,75-81,180,191-192,194-198,205,220-231,238",vlan-227,down,10G
pod-1,node-1102,eth1/4,trunk,"6,13,22,27,29-30,32-33,37,62,67,75-81,180,191-192,194-198,205,220-231,238",vlan-227,down,10G
pod-1,node-1102,eth1/5,trunk,"7-8,11,54,88,91,119,122,177,179,187,239,244,249-250",vlan-179,down,10G
pod-1,node-1102,eth1/6,trunk,"7-8,11,54,88,91,119,122,177,179,187,239,244,249-250",vlan-179,down,10G
pod-1,node-1102,eth1/7,trunk,"3-5,10,25,31,38-41,45,47,84-87,90,92-96,110,118,121,138,154-155,172-173,178,181-182,200-203,207-214,216-218,233-235",vlan-202,down,10G
pod-1,node-1102,eth1/8,trunk,"3-5,10,25,31,38-41,45,47,84-87,90,92-96,110,118,121,138,154-155,172-173,178,181-182,200-203,207-214,216-218,233-235",vlan-202,down,10G
pod-1,node-1102,eth1/9,trunk,,unknown,down,10G
pod-1,node-1102,eth1/10,trunk,,unknown,down,10G
pod-1,node-1102,eth1/11,trunk,,unknown,down,10G
pod-1,node-1102,eth1/12,trunk,,unknown,down,10G
pod-1,node-1102,eth1/13,trunk,,unknown,down,10G
pod-1,node-1102,eth1/14,trunk,,unknown,down,10G
pod-1,node-1102,eth1/15,trunk,,unknown,down,10G
pod-1,node-1102,eth1/16,trunk,,unknown,down,10G
pod-1,node-1102,eth1/17,trunk,,unknown,down,10G
pod-1,node-1102,eth1/18,trunk,,unknown,down,10G
pod-1,node-1102,eth1/19,trunk,,unknown,down,10G
pod-1,node-1102,eth1/20,trunk,,unknown,down,10G
pod-1,node-1102,eth1/21,trunk,,unknown,down,10G
pod-1,node-1102,eth1/22,trunk,,unknown,down,10G
pod-1,node-1102,eth1/23,trunk,"3-13,15-19,21-62,66-82,84-104,107-203,205,207-214,216-218,220-231,233-235,238-242,244-254,260-261",vlan-242,up,10G
pod-1,node-1102,eth1/24,trunk,"3-13,15-19,21-62,66-82,84-104,107-203,205,207-214,216-218,220-231,233-235,238-242,244-254,260-261",vlan-242,up,10G
pod-1,node-1102,eth1/25,trunk,256-257,vlan-257,up,1G
pod-1,node-1102,eth1/26,trunk,256-257,vlan-257,up,1G
pod-1,node-1102,eth1/27,trunk,256-257,vlan-257,up,1G
pod-1,node-1102,eth1/28,trunk,256-257,vlan-257,up,1G
pod-1,node-1102,eth1/29,trunk,,unknown,down,25G
pod-1,node-1102,eth1/30,trunk,,unknown,down,25G
pod-1,node-1102,eth1/31,trunk,,unknown,down,25G
pod-1,node-1102,eth1/32,trunk,,unknown,down,25G
pod-1,node-1103,eth1/33,trunk,,unknown,down,10G
pod-1,node-1103,eth1/34,trunk,,unknown,down,10G
pod-1,node-1103,eth1/35,trunk,,unknown,down,10G
pod-1,node-1103,eth1/36,trunk,,unknown,down,10G
pod-1,node-1103,eth1/37,trunk,,unknown,down,10G
pod-1,node-1103,eth1/38,trunk,,unknown,down,10G
pod-1,node-1103,eth1/39,trunk,,unknown,down,10G
pod-1,node-1103,eth1/40,trunk,,unknown,down,10G
pod-1,node-1103,eth1/41,trunk,,unknown,down,10G
pod-1,node-1103,eth1/42,trunk,,unknown,down,10G
pod-1,node-1103,eth1/43,trunk,,unknown,down,10G
pod-1,node-1103,eth1/44,trunk,,unknown,down,10G
pod-1,node-1103,eth1/45,trunk,,unknown,down,10G
pod-1,node-1103,eth1/46,trunk,,unknown,down,10G
pod-1,node-1103,eth1/47,trunk,,unknown,down,10G
pod-1,node-1103,eth1/48,trunk,,unknown,down,10G
pod-1,node-1103,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1103,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1103,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1103,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1103,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1103,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1103,eth1/1,trunk,7,unknown,up,10G
pod-1,node-1103,eth1/2,trunk,7,unknown,up,10G
pod-1,node-1103,eth1/3,trunk,21-22,vlan-22,up,10G
pod-1,node-1103,eth1/4,trunk,23-26,vlan-26,up,10G
pod-1,node-1103,eth1/5,trunk,21-22,vlan-22,up,10G
pod-1,node-1103,eth1/6,trunk,23-26,vlan-26,up,10G
pod-1,node-1103,eth1/7,trunk,21-22,vlan-22,up,10G
pod-1,node-1103,eth1/8,trunk,23-26,vlan-26,up,10G
pod-1,node-1103,eth1/9,trunk,"5-6,8-9,11,13-18,27-31,34-41,45-46,48-49",vlan-46,down,10G
pod-1,node-1103,eth1/10,trunk,"5-6,8-9,11,13-18,27-31,34-41,45-46,48-49",vlan-46,down,10G
pod-1,node-1103,eth1/11,trunk,"5-6,8-9,11,13-18,27-31,34-41,45-46,48-49",vlan-46,down,10G
pod-1,node-1103,eth1/12,trunk,"5-6,8-9,11,13-18,27-31,34-41,45-46,48-49",vlan-46,down,10G
pod-1,node-1103,eth1/13,trunk,"10,12",vlan-12,down,10G
pod-1,node-1103,eth1/14,trunk,,unknown,down,10G
pod-1,node-1103,eth1/15,trunk,,unknown,down,10G
pod-1,node-1103,eth1/16,trunk,,unknown,down,10G
pod-1,node-1103,eth1/17,trunk,,unknown,down,10G
pod-1,node-1103,eth1/18,trunk,,unknown,down,10G
pod-1,node-1103,eth1/19,trunk,,unknown,down,10G
pod-1,node-1103,eth1/20,trunk,,unknown,down,10G
pod-1,node-1103,eth1/21,trunk,,unknown,down,10G
pod-1,node-1103,eth1/22,trunk,,unknown,down,10G
pod-1,node-1103,eth1/23,trunk,,unknown,down,10G
pod-1,node-1103,eth1/24,trunk,,unknown,down,10G
pod-1,node-1103,eth1/25,trunk,,unknown,down,10G
pod-1,node-1103,eth1/26,trunk,,unknown,down,10G
pod-1,node-1103,eth1/27,trunk,,unknown,down,10G
pod-1,node-1103,eth1/28,trunk,,unknown,down,10G
